run_index,seed,algorithm,case,bitstring,n_features,accuracy,second_objective,scalar_fitness
88,1000088,sga,breast,010001000,2,0.95564,0.0222222,0.933418
88,1000088,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
88,1000088,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
88,1000088,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
88,1000088,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
88,1000088,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
88,1000088,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
88,1000088,nsga2,triangle,0010001010100000,4,4,4,3.975
88,1000088,pso,triangle,0001010000001001,4,4,4,3.975
88,1000088,sga,triangle,0011000010001000,4,4,0.025,3.975
89,1000089,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
89,1000089,pso,breast,010001000,2,0.95564,0.0887217,0.933418
89,1000089,sga,breast,010001000,2,0.95564,0.0222222,0.933418
89,1000089,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
89,1000089,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
89,1000089,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
89,1000089,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
89,1000089,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
89,1000089,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
89,1000089,nsga2,triangle,0100000000011010,4,4,4,3.975
89,1000089,pso,triangle,0100000101010000,4,4,4,3.975
89,1000089,sga,triangle,0000010001010010,4,4,0.025,3.975
90,1000090,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
90,1000090,pso,breast,010001000,2,0.95564,0.0887217,0.933418
90,1000090,sga,breast,010001000,2,0.95564,0.0222222,0.933418
90,1000090,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
90,1000090,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
90,1000090,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
90,1000090,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
90,1000090,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
90,1000090,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
90,1000090,nsga2,triangle,0000011001001000,4,4,4,3.975
90,1000090,pso,triangle,0100000101100000,4,4,4,3.975
90,1000090,sga,triangle,1000000100001001,4,4,0.025,3.975
91,1000091,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
91,1000091,pso,breast,010001000,2,0.95564,0.0887217,0.933418
91,1000091,sga,breast,010001000,2,0.95564,0.0222222,0.933418
91,1000091,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
91,1000091,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
91,1000091,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
91,1000091,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
91,1000091,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
91,1000091,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
91,1000091,nsga2,triangle,0000100011001000,4,4,4,3.975
91,1000091,pso,triangle,0011001000010000,4,4,4,3.975
91,1000091,sga,triangle,0000000011001100,4,4,0.025,3.975
92,1000092,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
92,1000092,pso,breast,010001000,2,0.95564,0.0887217,0.933418
92,1000092,sga,breast,010001000,2,0.95564,0.0222222,0.933418
92,1000092,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
92,1000092,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
92,1000092,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
92,1000092,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
92,1000092,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
92,1000092,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
92,1000092,nsga2,triangle,1000000010011000,4,4,4,3.975
92,1000092,pso,triangle,1100000000001001,4,4,4,3.975
92,1000092,sga,triangle,0010100010001000,4,4,0.025,3.975
93,1000093,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
93,1000093,pso,breast,010001000,2,0.95564,0.0887217,0.933418
93,1000093,sga,breast,010001000,2,0.95564,0.0222222,0.933418
93,1000093,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
93,1000093,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
93,1000093,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
93,1000093,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
93,1000093,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
93,1000093,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
93,1000093,nsga2,triangle,0000001100001001,4,4,4,3.975
93,1000093,pso,triangle,0001000000011100,4,4,4,3.975
93,1000093,sga,triangle,0001010010001000,4,4,0.025,3.975
94,1000094,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
94,1000094,pso,breast,010001000,2,0.95564,0.0887217,0.933418
94,1000094,sga,breast,010001000,2,0.95564,0.0222222,0.933418
94,1000094,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
94,1000094,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
94,1000094,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
94,1000094,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
94,1000094,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
94,1000094,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
94,1000094,nsga2,triangle,0101000001000100,4,4,4,3.975
94,1000094,pso,triangle,0000011100000010,4,4,4,3.975
94,1000094,sga,triangle,0001010001000001,4,4,0.025,3.975
95,1000095,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
95,1000095,pso,breast,010001000,2,0.95564,0.0887217,0.933418
95,1000095,sga,breast,010001000,2,0.95564,0.0222222,0.933418
95,1000095,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
95,1000095,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
95,1000095,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
95,1000095,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
95,1000095,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
95,1000095,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
95,1000095,nsga2,triangle,0001110000000010,4,4,4,3.975
95,1000095,pso,triangle,0100000001001001,4,4,4,3.975
95,1000095,sga,triangle,1001010000000010,4,4,0.025,3.975
96,1000096,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
96,1000096,pso,breast,010001000,2,0.95564,0.0887217,0.933418
96,1000096,sga,breast,010001000,2,0.95564,0.0222222,0.933418
96,1000096,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
96,1000096,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
96,1000096,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
96,1000096,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
96,1000096,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
96,1000096,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
96,1000096,nsga2,triangle,0011000010000001,4,4,4,3.975
96,1000096,pso,triangle,0001100001001000,4,4,4,3.975
96,1000096,sga,triangle,0001001011000000,4,4,0.025,3.975
97,1000097,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
97,1000097,pso,breast,010001000,2,0.95564,0.0887217,0.933418
97,1000097,sga,breast,100001010,3,0.966311,0.0333333,0.932978
97,1000097,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
97,1000097,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
97,1000097,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
97,1000097,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
97,1000097,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
97,1000097,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
97,1000097,nsga2,triangle,0000000010011001,4,4,4,3.975
97,1000097,pso,triangle,0000010100100100,4,4,4,3.975
97,1000097,sga,triangle,0010010010100000,4,4,0.025,3.975
98,1000098,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
98,1000098,pso,breast,010001000,2,0.95564,0.0887217,0.933418
98,1000098,sga,breast,010001000,2,0.95564,0.0222222,0.933418
98,1000098,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
98,1000098,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
98,1000098,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
98,1000098,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
98,1000098,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
98,1000098,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
98,1000098,nsga2,triangle,0000000010001110,4,4,4,3.975
98,1000098,pso,triangle,0001100000100100,4,4,4,3.975
98,1000098,sga,triangle,0010010100000001,4,4,0.025,3.975
99,1000099,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
99,1000099,pso,breast,010001000,2,0.95564,0.0887217,0.933418
99,1000099,sga,breast,010001000,2,0.95564,0.0222222,0.933418
99,1000099,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
99,1000099,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
99,1000099,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
99,1000099,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
99,1000099,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
99,1000099,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
99,1000099,nsga2,triangle,1100000000001100,4,4,4,3.975
99,1000099,pso,triangle,1100000000010100,4,4,4,3.975
99,1000099,sga,triangle,0000001000010110,4,4,0.025,3.975
