generation,num_fronts,pareto_size,best_accuracy,min_time,mean_accuracy,mean_time,hypervolume,mutation_rate,diversity
85,1,1,0.9696646333,0.05144251033,0.9492406236,0.1785542201,0.9334180193,0.01571268238,0.7407407407
86,1,1,0.9696646389,0.05144251033,0.9487249658,0.1623215565,0.9334180193,0.01459034792,0.7530864198
87,1,1,0.9701219536,0.05144251033,0.9515799036,0.1689452021,0.9334180193,0.01346801347,0.6975308642
88,1,1,0.9695122056,0.06868225115,0.9518057391,0.1666117384,0.9334180193,0.01234567901,0.7160493827
89,1,1,0.9689024445,0.05144251033,0.9493667154,0.1674348228,0.9334180193,0.01122334456,0.6481481481
90,1,1,0.9696646333,0.07468588371,0.9510454265,0.1581867799,0.9334180193,0.0101010101,0.6913580247
91,1,1,0.9696646333,0.06868225115,0.9514331103,0.1674277714,0.9334180193,0.008978675645,0.6172839506
92,1,1,0.9696646333,0.07468588371,0.9506991452,0.1565862805,0.9334180193,0.00785634119,0.6172839506
93,1,1,0.9696646389,0.05144251033,0.9504497851,0.1567600857,0.9334180193,0.006734006734,0.5987654321
94,1,1,0.9682926834,0.06868225115,0.94912206,0.1558219652,0.9334180193,0.005611672278,0.5864197531
95,1,1,0.9682926834,0.08404751134,0.9506671512,0.1586603414,0.9334180193,0.004489337823,0.537037037
96,1,1,0.9696646333,0.06868225115,0.9503594505,0.1467806079,0.9334180193,0.003367003367,0.512345679
97,1,1,0.9695121981,0.08404751134,0.9498484976,0.1517763161,0.9334180193,0.002244668911,0.475308642
98,1,1,0.9696646333,0.08404751134,0.9520626271,0.1494659792,0.9334180193,0.001122334456,0.487654321
99,1,1,0.9695121981,0.05144251033,0.9481161512,0.1412059988,0.9334180193,0,0.4382716049
