generation,index,bitmask,num_features,accuracy,time,rank,crowding_distance
0,25605,0110010000000101,5,3,5,64,0
0,44666,1010111001111010,10,2,10,264,0
0,36913,1001000000110001,5,3,5,61,0
0,58524,1110010010011100,8,0,8,449,0
0,37577,1001001011001001,7,1,7,372,0
0,52299,1100110001001011,8,0,8,451,0
0,56832,1101111000000000,6,2,6,206,0
0,33040,1000000100010000,3,3,3,39,0
0,27009,0110100110000001,6,2,6,208,0
0,47485,1011100101111101,11,3,11,139,0
0,48843,1011111011001011,11,3,11,136,0
0,30993,0111100100010001,7,1,7,374,0
0,28261,0110111001100101,9,1,9,425,0
0,11425,0010110010100001,6,2,6,209,0
0,32901,1000000010000101,4,4,4,0,0
0,27937,0110110100100001,7,1,7,348,0
0,39013,1001100001100101,7,1,7,346,0
0,63656,1111100010101000,8,0,8,463,0
0,43058,1010100000110010,6,2,6,210,0
0,22464,0101011111000000,7,1,7,343,0
0,17634,0100010011100010,6,2,6,212,0
0,47860,1011101011110100,10,2,10,273,0
0,47198,1011100001011110,9,1,9,401,0
0,53544,1101000100101000,6,2,6,215,0
0,53542,1101000100100110,7,1,7,335,0
0,59406,1110100000001110,7,1,7,331,0
0,34884,1000100001000100,4,4,4,0,0
0,14858,0011101000001010,6,2,6,217,0
0,46258,1011010010110010,8,0,8,474,0
0,64188,1111101010111100,11,3,11,135,0
0,33472,1000001011000000,4,4,4,0,0
0,14400,0011100001000000,4,4,4,0,0
0,39200,1001100100100000,5,3,5,90,0
0,1744,0000011011010000,5,3,5,95,0
0,38960,1001100000110000,5,3,5,106,0
0,62210,1111001100000010,7,1,7,303,0
0,55901,1101101001011101,10,2,10,280,0
0,23104,0101101001000000,5,3,5,110,0
0,13498,0011010010111010,8,0,8,484,0
0,61704,1111000100001000,6,2,6,227,0
0,32366,0111111001101110,11,3,11,130,0
0,36113,1000110100010001,6,2,6,228,0
0,38676,1001011100010100,7,1,7,295,0
0,49883,1100001011011011,9,1,9,416,0
0,43255,1010100011110111,10,2,10,275,0
0,39474,1001101000110010,7,1,7,319,0
0,43864,1010101101011000,8,0,8,492,0
0,45121,1011000001000001,5,3,5,125,0
0,14596,0011100100000100,5,3,5,124,0
0,60137,1110101011101001,10,2,10,271,0
0,5691,0001011000111011,8,0,8,496,0
0,1674,0000011010001010,5,3,5,119,0
0,4992,0001001110000000,4,4,4,0,0
0,52997,1100111100000101,8,0,8,499,0
0,64562,1111110000110010,9,1,9,380,0
0,15457,0011110001100001,7,1,7,365,0
0,11337,0010110001001001,6,2,6,233,0
0,22903,0101100101110111,10,2,10,261,0
0,32800,1000000000100000,2,2,2,144,0
0,28722,0111000000110010,6,2,6,238,0
0,63564,1111100001001100,8,0,8,506,0
0,14616,0011100100011000,6,2,6,239,0
0,10951,0010101011000111,8,0,8,508,0
0,24273,0101111011010001,9,1,9,388,0
0,61990,1111001000100110,8,0,8,510,0
0,62076,1111001001111100,10,2,10,250,0
1,63874,1111100110000010,8,0,8,425,0
1,20254,0100111100011110,9,1,9,408,0
1,4159,0001000000111111,7,1,7,240,0
1,39748,1001101101000100,7,1,7,246,0
1,35258,1000100110111010,8,0,8,506,0
1,33744,1000001111010000,6,2,6,151,0
